,KABKOT,month,year,longitude,latitude,so2,time
154,JAKARTA SELATAN,7,2022,106.8083333333333,-6.283333333333336,135.18218760166957,2022-07-01
159,JAKARTA SELATAN,8,2022,106.8083333333333,-6.283333333333336,123.8860497261315,2022-08-01
164,JAKARTA SELATAN,9,2022,106.8083333333333,-6.283333333333336,114.67340292784074,2022-09-01
169,JAKARTA SELATAN,10,2022,106.8083333333333,-6.283333333333336,104.74544412093057,2022-10-01
174,JAKARTA SELATAN,11,2022,106.8083333333333,-6.283333333333336,101.35413575485615,2022-11-01
179,JAKARTA SELATAN,12,2022,106.8083333333333,-6.283333333333336,85.51662863434365,2022-12-01
184,JAKARTA TIMUR,1,2022,106.90999999999997,-6.2600000000000025,83.72533301895939,2022-01-01
189,JAKARTA TIMUR,2,2022,106.90999999999997,-6.2600000000000025,78.67659979865574,2022-02-01
194,JAKARTA TIMUR,3,2022,106.90999999999997,-6.2600000000000025,101.44968951385341,2022-03-01
199,JAKARTA TIMUR,4,2022,106.90999999999997,-6.2600000000000025,114.34120228168995,2022-04-01
204,JAKARTA TIMUR,5,2022,106.90999999999997,-6.2600000000000025,129.05955759656436,2022-05-01
209,JAKARTA TIMUR,6,2022,106.90999999999997,-6.2600000000000025,125.71967894380005,2022-06-01
214,JAKARTA TIMUR,7,2022,106.90999999999997,-6.2600000000000025,127.8483695245121,2022-07-01
219,JAKARTA TIMUR,8,2022,106.90999999999997,-6.2600000000000025,116.14668319411744,2022-08-01
224,JAKARTA TIMUR,9,2022,106.90999999999997,-6.2600000000000025,109.00364936694754,2022-09-01
229,JAKARTA TIMUR,10,2022,106.90999999999997,-6.2600000000000025,100.84434562553453,2022-10-01
234,JAKARTA TIMUR,11,2022,106.90999999999997,-6.2600000000000025,98.23505922726233,2022-11-01
239,JAKARTA TIMUR,12,2022,106.90999999999997,-6.2600000000000025,83.33142923169417,2022-12-01
244,JAKARTA UTARA,1,2022,106.89166666666664,-6.1250000000000036,75.14409977829605,2022-01-01
249,JAKARTA UTARA,2,2022,106.89166666666664,-6.1250000000000036,70.9004309003357,2022-02-01
254,JAKARTA UTARA,3,2022,106.89166666666664,-6.1250000000000036,92.24771366229503,2022-03-01
259,JAKARTA UTARA,4,2022,106.89166666666664,-6.1250000000000036,103.48025230355506,2022-04-01
264,JAKARTA UTARA,5,2022,106.89166666666664,-6.1250000000000036,116.11613529955191,2022-05-01
269,JAKARTA UTARA,6,2022,106.89166666666664,-6.1250000000000036,113.07893354691576,2022-06-01
274,JAKARTA UTARA,7,2022,106.89166666666664,-6.1250000000000036,114.2894697699607,2022-07-01
279,JAKARTA UTARA,8,2022,106.89166666666664,-6.1250000000000036,104.86768796682311,2022-08-01
284,JAKARTA UTARA,9,2022,106.89166666666664,-6.1250000000000036,100.01964161439507,2022-09-01
289,JAKARTA UTARA,10,2022,106.89166666666664,-6.1250000000000036,92.4175711292811,2022-10-01
294,JAKARTA UTARA,11,2022,106.89166666666664,-6.1250000000000036,89.9219216896529,2022-11-01
299,JAKARTA UTARA,12,2022,106.89166666666664,-6.1250000000000036,75.75302983506401,2022-12-01
